neighbourhood;room_type;price;number_of_reviews
Manhattan;Private room;40;1
Brooklyn;Entire home/apt;100;378
Brooklyn;Private room;75;0
Manhattan;Entire home/apt;125;0
Manhattan;Private room;85;26
Brooklyn;Private room;60;2
Manhattan;Private room;90;8
Manhattan;Private room;53;4
Brooklyn;Private room;50;26
Manhattan;Private room;45;3
Manhattan;Private room;110;7
Brooklyn;Entire home/apt;200;0
Manhattan;Entire home/apt;6000;0
Queens;Private room;70;0
Manhattan;Entire home/apt;199;3
Queens;Private room;65;29
Brooklyn;Private room;95;1
Brooklyn;Private room;80;0
Manhattan;Entire home/apt;200;1
Manhattan;Entire home/apt;274;37
Brooklyn;Private room;50;93
Brooklyn;Private room;105;172
Manhattan;Private room;45;0
Manhattan;Private room;350;0
Manhattan;Private room;350;9
Manhattan;Entire home/apt;180;5
Manhattan;Entire home/apt;225;128
Queens;Entire home/apt;100;1
Brooklyn;Private room;1300;0
Manhattan;Private room;55;5
Brooklyn;Entire home/apt;70;4
Brooklyn;Private room;50;0
Brooklyn;Private room;67;1
Manhattan;Entire home/apt;150;1
Manhattan;Private room;35;3
Brooklyn;Private room;90;15
Manhattan;Private room;53;8
Manhattan;Entire home/apt;300;0
Brooklyn;Entire home/apt;80;0
Manhattan;Entire home/apt;299;5
Brooklyn;Private room;41;72
Brooklyn;Private room;50;1
Queens;Entire home/apt;70;5
Manhattan;Entire home/apt;500;0
Manhattan;Entire home/apt;185;49
Manhattan;Private room;98;98
Manhattan;Entire home/apt;399;55
Manhattan;Entire home/apt;170;12
Manhattan;Private room;80;0
Manhattan;Entire home/apt;376;53
Bronx;Entire home/apt;99;68
Manhattan;Entire home/apt;200;0
Brooklyn;Entire home/apt;91;3
Brooklyn;Entire home/apt;60;0
Manhattan;Private room;60;50
Brooklyn;Private room;50;0
Manhattan;Entire home/apt;250;1
Manhattan;Entire home/apt;209;75
Brooklyn;Private room;65;0
Queens;Private room;48;11
Manhattan;Private room;60;137
Staten Island;Entire home/apt;165;108
Manhattan;Entire home/apt;218;69
Manhattan;Entire home/apt;160;0
Manhattan;Entire home/apt;200;154
Brooklyn;Private room;53;2
Brooklyn;Private room;65;76
Brooklyn;Entire home/apt;280;30
Brooklyn;Private room;60;67
Brooklyn;Entire home/apt;800;4
Queens;Entire home/apt;99;229
Manhattan;Entire home/apt;120;18
Manhattan;Private room;70;27
Manhattan;Entire home/apt;235;4
Manhattan;Entire home/apt;275;4
Queens;Private room;86;28
Manhattan;Shared room;49;3
Manhattan;Private room;85;86
Queens;Entire home/apt;125;10
Manhattan;Private room;85;89
Brooklyn;Entire home/apt;70;2
Brooklyn;Private room;60;71
Brooklyn;Private room;50;19
Manhattan;Entire home/apt;218;81
Manhattan;Entire home/apt;135;13
Brooklyn;Private room;120;2
Queens;Private room;55;3
Brooklyn;Entire home/apt;150;7
Brooklyn;Entire home/apt;75;10
Manhattan;Private room;43;0
Manhattan;Entire home/apt;115;150
Queens;Private room;60;105
Brooklyn;Entire home/apt;160;33
Manhattan;Shared room;39;47
Manhattan;Private room;45;49
Brooklyn;Private room;45;5
Manhattan;Private room;25;0
Brooklyn;Private room;65;0
Manhattan;Entire home/apt;125;1
Queens;Private room;67;204
Brooklyn;Private room;52;0
Manhattan;Entire home/apt;110;5
Brooklyn;Entire home/apt;177;82
Queens;Private room;25;0
Brooklyn;Entire home/apt;175;0
Brooklyn;Entire home/apt;150;73
Brooklyn;Private room;75;0
Brooklyn;Private room;41;43
Manhattan;Entire home/apt;185;10
Queens;Entire home/apt;175;74
Manhattan;Private room;40;1
Brooklyn;Entire home/apt;135;9
Brooklyn;Entire home/apt;195;34
Brooklyn;Private room;30;0
Brooklyn;Private room;50;4
Brooklyn;Private room;40;4
Manhattan;Entire home/apt;150;2
Brooklyn;Private room;75;5
Manhattan;Private room;100;0
Brooklyn;Private room;65;3
Brooklyn;Private room;250;2
Manhattan;Entire home/apt;136;30
Manhattan;Entire home/apt;180;166
Brooklyn;Private room;55;4
Queens;Private room;65;0
Brooklyn;Entire home/apt;225;39
Brooklyn;Private room;99;6
Brooklyn;Private room;90;3
Brooklyn;Shared room;20;0
Manhattan;Private room;980;1
Manhattan;Private room;100;63
Manhattan;Private room;73;69
Brooklyn;Entire home/apt;380;9
Manhattan;Private room;99;2
Brooklyn;Entire home/apt;105;43
Brooklyn;Private room;35;12
Brooklyn;Entire home/apt;200;10
Brooklyn;Private room;105;2
Manhattan;Entire home/apt;180;0
Manhattan;Entire home/apt;87;2
Brooklyn;Private room;50;0
Manhattan;Private room;69;5
Manhattan;Entire home/apt;150;2
Manhattan;Private room;75;20
Queens;Entire home/apt;215;0
Manhattan;Entire home/apt;150;0
Manhattan;Entire home/apt;100;27
Manhattan;Entire home/apt;224;1
Queens;Private room;119;21
Queens;Private room;80;53
Brooklyn;Private room;75;0
Manhattan;Private room;125;0
Queens;Private room;58;67
Brooklyn;Private room;128;3
Manhattan;Private room;60;0
Manhattan;Private room;115;2
Manhattan;Private room;105;0
Manhattan;Private room;69;0
Brooklyn;Private room;76;69
Brooklyn;Private room;45;41
Brooklyn;Private room;80;2
Brooklyn;Private room;75;7
Manhattan;Entire home/apt;200;0
Brooklyn;Private room;89;148
Brooklyn;Private room;80;0
Manhattan;Entire home/apt;197;2
Manhattan;Shared room;35;0
Brooklyn;Entire home/apt;180;10
Manhattan;Private room;90;0
Brooklyn;Entire home/apt;125;3
Manhattan;Entire home/apt;170;2
Manhattan;Entire home/apt;180;6
Manhattan;Entire home/apt;142;4
Queens;Private room;60;14
Manhattan;Private room;98;8
Queens;Private room;40;107
Manhattan;Private room;59;3
Queens;Private room;40;102
Manhattan;Entire home/apt;250;30
Brooklyn;Private room;80;4
Queens;Private room;50;70
Manhattan;Private room;50;2
Queens;Private room;65;49
Manhattan;Entire home/apt;140;6
Brooklyn;Private room;47;32
Manhattan;Entire home/apt;184;9
Brooklyn;Entire home/apt;139;12
Brooklyn;Entire home/apt;57;5
Brooklyn;Entire home/apt;150;0
Brooklyn;Private room;43;0
Manhattan;Private room;50;1
Queens;Entire home/apt;250;40
Brooklyn;Entire home/apt;125;5
Brooklyn;Private room;50;3
Manhattan;Entire home/apt;240;59
Brooklyn;Private room;60;4
Brooklyn;Entire home/apt;160;9
Manhattan;Private room;45;1
Manhattan;Private room;38;0
Brooklyn;Private room;100;0
Manhattan;Private room;85;0
Brooklyn;Private room;50;2
Queens;Entire home/apt;135;18
Manhattan;Entire home/apt;259;57
Manhattan;Private room;50;0
Manhattan;Private room;60;1
Brooklyn;Private room;70;3
Brooklyn;Private room;99;2
Manhattan;Shared room;80;0
Queens;Entire home/apt;190;32
Manhattan;Entire home/apt;115;1
Manhattan;Entire home/apt;250;29
Brooklyn;Private room;70;9
Brooklyn;Entire home/apt;225;19
Brooklyn;Private room;31;1
Brooklyn;Private room;40;39
Brooklyn;Private room;37;40
Brooklyn;Entire home/apt;239;5
Manhattan;Private room;75;167
Manhattan;Private room;90;23
Manhattan;Private room;46;1
Manhattan;Private room;35;0
Brooklyn;Entire home/apt;85;0
Manhattan;Entire home/apt;175;59
Queens;Private room;60;0
Manhattan;Entire home/apt;155;1
Manhattan;Entire home/apt;143;1
Manhattan;Entire home/apt;140;0
Manhattan;Entire home/apt;120;4
Queens;Entire home/apt;79;90
Manhattan;Private room;50;2
Queens;Private room;289;115
Brooklyn;Entire home/apt;62;7
Queens;Private room;85;27
Brooklyn;Private room;99;0
Brooklyn;Private room;50;149
Brooklyn;Entire home/apt;120;43
Brooklyn;Entire home/apt;180;1
Manhattan;Entire home/apt;90;1
Brooklyn;Private room;80;0
Manhattan;Private room;49;0
Brooklyn;Private room;90;1
Manhattan;Private room;55;5
Queens;Private room;49;7
Manhattan;Entire home/apt;105;3
Bronx;Private room;40;151
Manhattan;Private room;50;0
Queens;Entire home/apt;120;1
Manhattan;Private room;90;3
Brooklyn;Entire home/apt;110;4
Manhattan;Entire home/apt;140;5
Queens;Entire home/apt;125;21
Manhattan;Entire home/apt;95;3
Manhattan;Entire home/apt;75;0
Bronx;Entire home/apt;75;92
Manhattan;Entire home/apt;244;176
Queens;Private room;75;2
Manhattan;Private room;75;115
Manhattan;Private room;105;5
Brooklyn;Private room;100;6
Manhattan;Entire home/apt;150;13
Bronx;Entire home/apt;175;0
Manhattan;Private room;35;3
Manhattan;Private room;51;68
Manhattan;Private room;105;7
Brooklyn;Private room;80;2
Manhattan;Private room;84;163
Brooklyn;Private room;70;10
Brooklyn;Entire home/apt;70;26
Brooklyn;Entire home/apt;195;0
Manhattan;Entire home/apt;150;1
Manhattan;Private room;100;0
Manhattan;Private room;100;1
Manhattan;Private room;85;9
Brooklyn;Entire home/apt;225;95
Manhattan;Private room;120;13
Manhattan;Private room;90;1
Brooklyn;Entire home/apt;175;96
Manhattan;Private room;65;46
Queens;Entire home/apt;260;17
Brooklyn;Entire home/apt;225;33
Brooklyn;Entire home/apt;135;148
Brooklyn;Private room;135;0
Brooklyn;Entire home/apt;195;23
Manhattan;Private room;99;3
Manhattan;Entire home/apt;1000;24
Manhattan;Entire home/apt;177;21
Manhattan;Private room;59;0
Manhattan;Entire home/apt;190;3
Manhattan;Entire home/apt;1000;23
Brooklyn;Private room;80;6
Queens;Private room;60;109
Manhattan;Entire home/apt;195;1
Brooklyn;Private room;60;104
Brooklyn;Entire home/apt;99;25
Brooklyn;Private room;79;0
Brooklyn;Entire home/apt;125;117
Brooklyn;Private room;89;15
Manhattan;Private room;55;5
Queens;Entire home/apt;130;17
Brooklyn;Private room;70;36
Brooklyn;Entire home/apt;110;8
Manhattan;Private room;100;1
Brooklyn;Private room;145;0
Manhattan;Entire home/apt;195;1
Queens;Private room;30;54
Brooklyn;Private room;50;0
Queens;Entire home/apt;68;11
Manhattan;Private room;90;6
Manhattan;Entire home/apt;85;1
Brooklyn;Entire home/apt;200;43
Brooklyn;Entire home/apt;100;0
Manhattan;Private room;150;18
Manhattan;Entire home/apt;199;0
Manhattan;Private room;60;2
Queens;Entire home/apt;135;27
Manhattan;Private room;100;5
Manhattan;Entire home/apt;163;1
Manhattan;Entire home/apt;187;2
Manhattan;Entire home/apt;225;1
Brooklyn;Entire home/apt;120;1
Brooklyn;Private room;73;43
Brooklyn;Private room;100;148
Brooklyn;Entire home/apt;99;1
Brooklyn;Entire home/apt;300;39
Manhattan;Entire home/apt;92;2
Brooklyn;Private room;42;0
Manhattan;Private room;100;8
Queens;Private room;40;1
Manhattan;Entire home/apt;225;0
Brooklyn;Entire home/apt;170;4
Queens;Entire home/apt;125;0
Brooklyn;Entire home/apt;109;9
Manhattan;Entire home/apt;150;6
Manhattan;Private room;50;3
Bronx;Private room;49;33
Brooklyn;Entire home/apt;265;8
Manhattan;Private room;80;0
Brooklyn;Private room;44;4
Manhattan;Private room;260;22
Manhattan;Entire home/apt;133;3
Queens;Entire home/apt;80;15
Brooklyn;Private room;1000;6
Manhattan;Entire home/apt;154;3
Brooklyn;Entire home/apt;150;9
Manhattan;Private room;150;0
Manhattan;Entire home/apt;125;7
Manhattan;Private room;60;1
Brooklyn;Private room;95;0
Manhattan;Entire home/apt;75;132
Manhattan;Entire home/apt;100;198
Manhattan;Entire home/apt;100;27
Manhattan;Private room;65;154
Manhattan;Entire home/apt;200;5
Manhattan;Entire home/apt;180;1
Queens;Private room;60;36
Queens;Private room;33;6
Manhattan;Private room;112;23
Brooklyn;Entire home/apt;150;0
Manhattan;Entire home/apt;230;39
Brooklyn;Private room;65;0
Manhattan;Entire home/apt;375;2
Manhattan;Private room;130;18
Queens;Entire home/apt;400;0
Manhattan;Private room;120;1
Manhattan;Entire home/apt;900;0
Manhattan;Entire home/apt;150;12
Queens;Private room;40;0
Brooklyn;Private room;150;14
Brooklyn;Private room;30;1
Manhattan;Entire home/apt;191;1
Manhattan;Entire home/apt;219;5
Brooklyn;Entire home/apt;250;14
Brooklyn;Entire home/apt;180;3
Manhattan;Entire home/apt;115;4
Manhattan;Private room;145;0
Manhattan;Entire home/apt;399;29
Brooklyn;Private room;52;3
Manhattan;Entire home/apt;95;104
Brooklyn;Entire home/apt;190;84
Manhattan;Entire home/apt;480;106
Manhattan;Entire home/apt;180;2
Brooklyn;Entire home/apt;150;3
Brooklyn;Private room;150;6
Manhattan;Private room;140;78
Brooklyn;Private room;70;1
Brooklyn;Private room;70;21
Manhattan;Entire home/apt;197;1
Manhattan;Entire home/apt;310;0
Manhattan;Entire home/apt;128;28
Manhattan;Entire home/apt;150;4
Brooklyn;Private room;26;0
Queens;Entire home/apt;75;54
Manhattan;Entire home/apt;280;3
Manhattan;Private room;93;0
Manhattan;Entire home/apt;390;1
Manhattan;Entire home/apt;115;0
Manhattan;Entire home/apt;256;3
Manhattan;Entire home/apt;250;0
Manhattan;Entire home/apt;200;1
Brooklyn;Entire home/apt;150;4
Manhattan;Private room;41;2
Manhattan;Private room;100;0
Manhattan;Private room;75;1
Manhattan;Entire home/apt;300;2
Brooklyn;Private room;50;3
Brooklyn;Private room;85;0
Brooklyn;Entire home/apt;475;0
Manhattan;Private room;50;4
Queens;Private room;50;0
Brooklyn;Entire home/apt;179;117
Manhattan;Private room;72;59
Manhattan;Entire home/apt;150;3
Brooklyn;Entire home/apt;110;1
Manhattan;Entire home/apt;200;6
Manhattan;Private room;50;1
Brooklyn;Private room;35;5
Manhattan;Private room;45;6
Brooklyn;Entire home/apt;195;6
Manhattan;Entire home/apt;90;1
Brooklyn;Entire home/apt;325;27
Brooklyn;Entire home/apt;100;2
Manhattan;Private room;85;5
Staten Island;Private room;40;5
Manhattan;Private room;80;3
Manhattan;Private room;149;6
Manhattan;Private room;67;1
Brooklyn;Private room;80;57
Brooklyn;Private room;80;16
Brooklyn;Entire home/apt;275;27
Brooklyn;Entire home/apt;123;63
Manhattan;Entire home/apt;179;1
Brooklyn;Entire home/apt;196;4
Manhattan;Private room;180;28
Brooklyn;Entire home/apt;500;0
Manhattan;Entire home/apt;140;6
Manhattan;Private room;59;1
Manhattan;Entire home/apt;200;6
Brooklyn;Private room;165;2
Brooklyn;Entire home/apt;230;0
Brooklyn;Private room;90;7
Queens;Entire home/apt;200;4
Manhattan;Entire home/apt;450;56
Manhattan;Private room;120;44
Queens;Private room;60;62
Bronx;Shared room;51;9
Brooklyn;Entire home/apt;200;80
Manhattan;Entire home/apt;250;33
Brooklyn;Entire home/apt;160;0
Manhattan;Entire home/apt;180;7
Brooklyn;Private room;66;1
Manhattan;Entire home/apt;180;1
Manhattan;Private room;65;6
Manhattan;Entire home/apt;87;2
Brooklyn;Private room;60;1
Brooklyn;Entire home/apt;124;104
Manhattan;Entire home/apt;225;1
Manhattan;Entire home/apt;77;1
Brooklyn;Private room;79;57
Manhattan;Entire home/apt;239;2
Brooklyn;Private room;65;77
Brooklyn;Entire home/apt;170;0
Manhattan;Shared room;30;0
Brooklyn;Private room;72;4
Brooklyn;Private room;75;5
Brooklyn;Private room;35;1
Brooklyn;Private room;45;98
Manhattan;Private room;67;5
Manhattan;Entire home/apt;700;1
Manhattan;Entire home/apt;150;49
Brooklyn;Entire home/apt;115;2
Brooklyn;Entire home/apt;150;107
Brooklyn;Private room;50;15
Manhattan;Private room;60;1
Manhattan;Private room;50;116
Bronx;Private room;34;2
Brooklyn;Entire home/apt;100;6
Manhattan;Entire home/apt;125;0
Queens;Private room;100;0
Manhattan;Entire home/apt;125;99
Brooklyn;Private room;45;2
Manhattan;Entire home/apt;198;32
Manhattan;Private room;150;5
Brooklyn;Private room;39;89
Manhattan;Entire home/apt;150;4
Queens;Private room;80;49
Manhattan;Private room;46;2
Staten Island;Entire home/apt;78;79
Brooklyn;Entire home/apt;219;51
Manhattan;Private room;145;1
Manhattan;Entire home/apt;220;0
Manhattan;Entire home/apt;225;0
Manhattan;Entire home/apt;2000;0
Manhattan;Entire home/apt;175;11
Brooklyn;Entire home/apt;220;42
Brooklyn;Shared room;85;1
Brooklyn;Private room;77;0
Manhattan;Private room;110;31
Queens;Private room;58;60
Manhattan;Entire home/apt;350;5
Manhattan;Entire home/apt;329;104
Queens;Private room;58;37
Queens;Private room;60;30
Queens;Shared room;43;8
Brooklyn;Private room;88;46
Brooklyn;Entire home/apt;90;7
Brooklyn;Private room;41;2
Brooklyn;Private room;65;36
Brooklyn;Entire home/apt;95;0
Manhattan;Entire home/apt;160;2
Brooklyn;Entire home/apt;140;18
Manhattan;Entire home/apt;169;1
Manhattan;Entire home/apt;115;2
Brooklyn;Private room;67;20
Brooklyn;Private room;60;1
Brooklyn;Private room;45;9
Manhattan;Private room;60;3
Manhattan;Entire home/apt;142;2
Brooklyn;Entire home/apt;350;3
Manhattan;Private room;40;2
Brooklyn;Private room;65;8
Queens;Private room;50;4
Queens;Private room;42;3
Bronx;Shared room;130;0
Manhattan;Private room;100;2
Manhattan;Entire home/apt;175;30
Manhattan;Entire home/apt;399;80
Manhattan;Entire home/apt;110;0
Queens;Private room;45;0
Queens;Private room;40;36
Manhattan;Private room;100;1
Brooklyn;Entire home/apt;575;33
Queens;Private room;63;1
Manhattan;Entire home/apt;177;2
Manhattan;Entire home/apt;158;145
Brooklyn;Entire home/apt;400;11
Brooklyn;Entire home/apt;90;18
Manhattan;Entire home/apt;135;16
Brooklyn;Entire home/apt;200;4
Brooklyn;Entire home/apt;155;132
Manhattan;Private room;100;1
Manhattan;Entire home/apt;315;5
Manhattan;Shared room;45;52
Manhattan;Private room;125;0
Manhattan;Private room;49;17
Manhattan;Entire home/apt;220;1
Manhattan;Private room;220;3
Queens;Entire home/apt;100;50
Brooklyn;Private room;70;3
Manhattan;Entire home/apt;74;8
Manhattan;Entire home/apt;290;3
Brooklyn;Entire home/apt;100;0
Brooklyn;Private room;85;42
Manhattan;Entire home/apt;199;81
Brooklyn;Private room;65;1
Brooklyn;Private room;45;26
Manhattan;Private room;95;6
Manhattan;Private room;95;4
Brooklyn;Entire home/apt;80;32
Manhattan;Entire home/apt;300;22
Manhattan;Entire home/apt;259;0
Manhattan;Entire home/apt;120;7
Manhattan;Entire home/apt;150;40
Manhattan;Entire home/apt;120;2
Manhattan;Entire home/apt;225;32
Brooklyn;Private room;100;37
Brooklyn;Entire home/apt;160;13
Manhattan;Private room;49;0
Manhattan;Entire home/apt;150;35
Manhattan;Private room;100;0
Manhattan;Entire home/apt;275;16
Brooklyn;Private room;45;3
Brooklyn;Entire home/apt;195;54
Brooklyn;Private room;100;14
Brooklyn;Private room;1000;0
Manhattan;Entire home/apt;195;9
Queens;Entire home/apt;87;133
Brooklyn;Entire home/apt;120;3
Manhattan;Entire home/apt;170;9
Manhattan;Entire home/apt;160;2
Brooklyn;Private room;50;0
Brooklyn;Private room;75;0
Brooklyn;Entire home/apt;225;5
Brooklyn;Entire home/apt;125;70
Manhattan;Entire home/apt;350;3
Brooklyn;Entire home/apt;175;122
Brooklyn;Private room;65;28
Manhattan;Entire home/apt;350;97
Brooklyn;Private room;45;251
Brooklyn;Entire home/apt;120;21
Queens;Entire home/apt;75;0
Manhattan;Private room;100;2
Manhattan;Entire home/apt;850;10
Brooklyn;Private room;40;1
Queens;Shared room;100;1
Brooklyn;Entire home/apt;178;22
Queens;Entire home/apt;170;149
Queens;Private room;45;235
Manhattan;Entire home/apt;180;2
Brooklyn;Private room;89;1
Brooklyn;Private room;50;5
Brooklyn;Private room;80;2
Brooklyn;Entire home/apt;250;4
Manhattan;Private room;70;4
Manhattan;Entire home/apt;170;0
Manhattan;Private room;90;0
Manhattan;Shared room;45;20
Brooklyn;Entire home/apt;100;21
Brooklyn;Private room;65;33
Manhattan;Shared room;45;22
Manhattan;Shared room;45;22
Manhattan;Shared room;45;22
Manhattan;Private room;90;79
Manhattan;Entire home/apt;150;17
Brooklyn;Private room;62;0
Brooklyn;Entire home/apt;125;19
Manhattan;Entire home/apt;125;100
Brooklyn;Entire home/apt;175;121
Brooklyn;Shared room;75;25
Brooklyn;Private room;30;1
Manhattan;Entire home/apt;295;50
Brooklyn;Entire home/apt;50;74
Brooklyn;Private room;28;0
Brooklyn;Private room;69;104
Manhattan;Private room;75;0
Manhattan;Entire home/apt;175;2
Brooklyn;Private room;50;0
Manhattan;Private room;90;2
Manhattan;Private room;100;1
Brooklyn;Private room;49;4
Manhattan;Private room;55;31
Manhattan;Entire home/apt;249;2
Queens;Private room;36;37
Queens;Private room;65;28
Brooklyn;Private room;60;1
Manhattan;Entire home/apt;180;3
Brooklyn;Private room;50;39
Brooklyn;Entire home/apt;110;1
Manhattan;Entire home/apt;87;2
Brooklyn;Entire home/apt;100;13
Queens;Entire home/apt;120;3
Brooklyn;Private room;42;12
Manhattan;Entire home/apt;145;100
Queens;Entire home/apt;110;0
Manhattan;Private room;99;2
Brooklyn;Entire home/apt;129;87
Manhattan;Entire home/apt;186;197
Brooklyn;Entire home/apt;350;2
Brooklyn;Entire home/apt;165;8
Manhattan;Entire home/apt;210;1
Queens;Entire home/apt;119;37
Manhattan;Private room;75;17
Manhattan;Entire home/apt;400;4
Brooklyn;Private room;60;59
Brooklyn;Private room;140;8
Manhattan;Entire home/apt;190;0
Manhattan;Entire home/apt;245;1
Manhattan;Entire home/apt;245;1
Manhattan;Entire home/apt;192;0
